ID_REF,0
209835_x_at,0.006178942078759318
203331_s_at,0.005534493522800022
219197_s_at,0.00448019968198324
219596_at,0.00395289657351927
208992_s_at,0.003951385466767983
203218_at,0.003820042773807712
217523_at,0.0037246313947333198
203204_s_at,0.0036491937513651986
222077_s_at,0.0034691376198864826
220946_s_at,0.0031545640034522575
220137_at,0.0030787008259034934
212995_x_at,0.0029576834740268733
53076_at,0.002918631442804156
210667_s_at,0.002836077073919518
204762_s_at,0.0028115899075094363
218768_at,0.002797649454920844
204132_s_at,0.0027126218302313803
216483_s_at,0.0026937375490654865
201073_s_at,0.0026608035878182956
213286_at,0.0026514353608802625
207335_x_at,0.0026122114489603686
200956_s_at,0.0025951553241618354
222222_s_at,0.002589613597740308
206580_s_at,0.002582837272271817
201161_s_at,0.0025817236713265796
203621_at,0.0025458193979933097
207616_s_at,0.002504397827326957
218787_x_at,0.002494858969443131
211644_x_at,0.0024847393947980694
211536_x_at,0.0024586640546643873
201361_at,0.002447411437028839
215171_s_at,0.002426374675777819
211643_x_at,0.002424809305143295
201711_x_at,0.00241861094961726
207971_s_at,0.0023740494367770816
206432_at,0.0023491466340358506
207366_at,0.002343913486517589
219756_s_at,0.0023247678300284077
216846_at,0.0023079808074345457
218392_x_at,0.0022775496631324186
204489_s_at,0.0022741422329014345
217239_x_at,0.002273570702947993
205669_at,0.0022093854127543167
208013_s_at,0.002208336513667439
200600_at,0.002202268116838725
203052_at,0.0021940268951761194
217801_at,0.002176843449137886
203330_s_at,0.0021675546077131137
220928_s_at,0.002163124576868297
215786_at,0.0021452839713848484
212244_at,0.002130025305513056
200703_at,0.0021126331046876137
216584_at,0.002096083325691463
212303_x_at,0.002090574325882519
201299_s_at,0.0020802436316725943
215832_x_at,0.0020792262999346596
201769_at,0.002053149323742455
218622_at,0.0020497925620311104
207840_at,0.002038256713644384
208885_at,0.0020315530720949257
202987_at,0.002020407263388575
215780_s_at,0.0019916989439020044
217517_x_at,0.0019896506052194465
208594_x_at,0.0019844086543474716
219866_at,0.0019808228577642842
203991_s_at,0.0019728819976234176
217227_x_at,0.001961830154354027
202733_at,0.0019248501311977485
213553_x_at,0.0019046339557519804
200977_s_at,0.001895921582622706
214081_at,0.001890217007416122
212687_at,0.0018652099894729832
202379_s_at,0.0018561974625987661
201304_at,0.0018421366421268678
204435_at,0.001840028397836737
212263_at,0.0018378807103565198
210677_at,0.00182247242080288
205077_s_at,0.0018211841595625578
211966_at,0.001815258310343764
217363_x_at,0.001802390599652019
219465_at,0.001788222217630933
216609_at,0.0017797851508777507
212202_s_at,0.0017783641167527105
212614_at,0.0017737002809783756
221430_s_at,0.0017685275178790656
204496_at,0.001765525490832451
216887_s_at,0.001763465261510697
218155_x_at,0.0017614684895809626
214777_at,0.0017588124719037617
212405_s_at,0.0017555975328516218
213957_s_at,0.0017456134970074855
210862_s_at,0.0017455386187043983
205235_s_at,0.0017427982622413947
206780_at,0.0017424591906734371
220091_at,0.0017385398167870517
59999_at,0.001733479193719259
213336_at,0.0017310574930602435
212257_s_at,0.0017130977475438805
206997_s_at,0.001702551587049335
200008_s_at,0.0017010156537743113
